Plant,PlantProductMesh,element_code,PeriodKey,Rate,Qty,Cost,rate_fill_flag,Forecasted_Qty,MembrainProductMesh
NI,CARBOBOND HSP 30/50,Electricity,2026-12,0.01,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Gas,2026-01,0.005,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Gas,2026-02,0.005,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Gas,2026-03,0.005,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Gas,2026-04,0.005,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Gas,2026-05,0.005,160.0,,original,,
NI,CARBOBOND HSP 30/50,Gas,2026-06,0.005,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Gas,2026-07,0.005,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Gas,2026-08,0.005,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Gas,2026-09,0.005,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Gas,2026-10,0.005,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Gas,2026-11,0.005,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Gas,2026-12,0.005,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Indirect Labor,2026-01,0.025,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Indirect Labor,2026-02,0.025,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Indirect Labor,2026-03,0.025,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Indirect Labor,2026-04,0.025,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Indirect Labor,2026-05,0.025,160.0,,original,,
NI,CARBOBOND HSP 30/50,Indirect Labor,2026-06,0.025,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Indirect Labor,2026-07,0.025,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Indirect Labor,2026-08,0.025,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Indirect Labor,2026-09,0.025,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Indirect Labor,2026-10,0.025,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Indirect Labor,2026-11,0.025,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Indirect Labor,2026-12,0.025,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Insurance & Taxes,2026-01,0.028,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Insurance & Taxes,2026-02,0.028,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Insurance & Taxes,2026-03,0.028,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Insurance & Taxes,2026-04,0.028,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Insurance & Taxes,2026-05,0.028,160.0,,original,,
NI,CARBOBOND HSP 30/50,Insurance & Taxes,2026-06,0.028,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Insurance & Taxes,2026-07,0.028,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Insurance & Taxes,2026-08,0.028,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Insurance & Taxes,2026-09,0.028,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Insurance & Taxes,2026-10,0.028,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Insurance & Taxes,2026-11,0.028,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Insurance & Taxes,2026-12,0.028,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Manuf.,2026-01,0.001,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Manuf.,2026-02,0.001,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Manuf.,2026-03,0.001,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Manuf.,2026-04,0.001,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Manuf.,2026-05,0.001,160.0,,original,,
NI,CARBOBOND HSP 30/50,Manuf.,2026-06,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Manuf.,2026-07,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Manuf.,2026-08,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Manuf.,2026-09,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Manuf.,2026-10,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Manuf.,2026-11,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Manuf.,2026-12,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Materials,2026-01,0.473,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Materials,2026-02,0.473,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Materials,2026-03,0.473,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Materials,2026-04,0.473,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Materials,2026-05,0.473,159.999999984,,original,,
NI,CARBOBOND HSP 30/50,Materials,2026-06,0.473,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Materials,2026-07,0.473,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Materials,2026-08,0.473,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Materials,2026-09,0.473,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Materials,2026-10,0.473,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Materials,2026-11,0.473,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Materials,2026-12,0.473,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Other,2026-01,0.024,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Other,2026-02,0.024,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Other,2026-03,0.024,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Other,2026-04,0.024,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Other,2026-05,0.024,160.0,,original,,
NI,CARBOBOND HSP 30/50,Other,2026-06,0.024,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Other,2026-07,0.024,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Other,2026-08,0.024,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Other,2026-09,0.024,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Other,2026-10,0.024,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Other,2026-11,0.024,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Other,2026-12,0.024,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Production Labor,2026-01,0.079,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Production Labor,2026-02,0.079,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Production Labor,2026-03,0.079,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Production Labor,2026-04,0.079,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,Production Labor,2026-05,0.079,160.0,,original,,
NI,CARBOBOND HSP 30/50,Production Labor,2026-06,0.079,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Production Labor,2026-07,0.079,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Production Labor,2026-08,0.079,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Production Labor,2026-09,0.079,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Production Labor,2026-10,0.079,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Production Labor,2026-11,0.079,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Production Labor,2026-12,0.079,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M,2026-01,0.006,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M,2026-02,0.006,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M,2026-03,0.006,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M,2026-04,0.006,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M,2026-05,0.006,160.0,,original,,
NI,CARBOBOND HSP 30/50,R&M,2026-06,0.006,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M,2026-07,0.006,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M,2026-08,0.006,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M,2026-09,0.006,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M,2026-10,0.006,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M,2026-11,0.006,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M,2026-12,0.006,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M Labor,2026-01,0.015,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M Labor,2026-02,0.015,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M Labor,2026-03,0.015,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M Labor,2026-04,0.015,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M Labor,2026-05,0.015,160.0,,original,,
NI,CARBOBOND HSP 30/50,R&M Labor,2026-06,0.015,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M Labor,2026-07,0.015,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M Labor,2026-08,0.015,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M Labor,2026-09,0.015,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M Labor,2026-10,0.015,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M Labor,2026-11,0.015,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,R&M Labor,2026-12,0.015,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND HSP 30/50,Supervision,2026-01,0.0,0.0,,original,,
NI,CARBOBOND HSP 30/50,Supervision,2026-02,0.0,0.0,,original,,
NI,CARBOBOND HSP 30/50,Supervision,2026-03,0.0,0.0,,original,,
NI,CARBOBOND HSP 30/50,Supervision,2026-04,0.0,0.0,,original,,
NI,CARBOBOND HSP 30/50,Supervision,2026-05,0.0,160.0,,original,,
NI,CARBOBOND HSP 30/50,Supervision,2026-06,0.0,0.0,,original,,
NI,CARBOBOND HSP 30/50,Supervision,2026-07,0.0,0.0,,original,,
NI,CARBOBOND HSP 30/50,Supervision,2026-09,0.0,0.0,,original,,
NI,CARBOBOND HSP 30/50,Supervision,2026-10,0.0,0.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Depreciation,2026-01,0.006,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Depreciation,2026-02,0.006,2295.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Depreciation,2026-03,0.009,810.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Depreciation,2026-04,0.009,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Depreciation,2026-05,0.009,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Depreciation,2026-06,0.009,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Depreciation,2026-07,0.009,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Depreciation,2026-08,0.009,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Depreciation,2026-09,0.009,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Depreciation,2026-10,0.009,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Depreciation,2026-11,0.009,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Depreciation,2026-12,0.009,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Electricity,2026-01,0.01,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Electricity,2026-02,0.01,2295.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Electricity,2026-03,0.01,810.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Electricity,2026-04,0.01,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Electricity,2026-05,0.01,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Electricity,2026-06,0.01,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Electricity,2026-07,0.01,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Electricity,2026-08,0.01,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Electricity,2026-09,0.01,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Electricity,2026-10,0.01,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Electricity,2026-11,0.01,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Electricity,2026-12,0.01,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Gas,2026-01,0.004,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Gas,2026-02,0.004,2295.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Gas,2026-03,0.004,810.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Gas,2026-04,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Gas,2026-05,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Gas,2026-06,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Gas,2026-07,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Gas,2026-08,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Gas,2026-09,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Gas,2026-10,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Gas,2026-11,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Gas,2026-12,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Indirect Labor,2026-01,0.008,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Indirect Labor,2026-02,0.008,2295.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Indirect Labor,2026-03,0.013,810.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Indirect Labor,2026-04,0.013,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Indirect Labor,2026-05,0.013,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Indirect Labor,2026-06,0.013,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Indirect Labor,2026-07,0.013,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Indirect Labor,2026-08,0.013,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Indirect Labor,2026-09,0.013,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Indirect Labor,2026-10,0.013,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Indirect Labor,2026-11,0.013,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Indirect Labor,2026-12,0.013,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Insurance & Taxes,2026-01,0.012,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Insurance & Taxes,2026-02,0.012,2295.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Insurance & Taxes,2026-03,0.018,810.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Insurance & Taxes,2026-04,0.018,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Insurance & Taxes,2026-05,0.018,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Insurance & Taxes,2026-06,0.018,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Insurance & Taxes,2026-07,0.018,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Insurance & Taxes,2026-08,0.018,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Insurance & Taxes,2026-09,0.018,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Insurance & Taxes,2026-10,0.018,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Insurance & Taxes,2026-11,0.018,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Insurance & Taxes,2026-12,0.018,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Manuf.,2026-01,0.001,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Manuf.,2026-02,0.001,2295.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Manuf.,2026-03,0.001,810.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Manuf.,2026-04,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Manuf.,2026-05,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Manuf.,2026-06,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Manuf.,2026-07,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Manuf.,2026-08,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Manuf.,2026-09,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Manuf.,2026-10,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Manuf.,2026-11,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Manuf.,2026-12,0.001,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Materials,2026-01,0.578,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Materials,2026-02,0.578,2294.9999997705,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Materials,2026-03,0.578,809.999999919,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Materials,2026-04,0.578,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Materials,2026-05,0.578,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Materials,2026-06,0.578,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Materials,2026-07,0.578,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Materials,2026-08,0.578,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Materials,2026-09,0.578,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Materials,2026-10,0.578,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Materials,2026-11,0.578,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Materials,2026-12,0.578,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Other,2026-01,0.01,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Other,2026-02,0.01,2295.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Other,2026-03,0.016,810.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Other,2026-04,0.016,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Other,2026-05,0.016,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Other,2026-06,0.016,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Other,2026-07,0.016,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Other,2026-08,0.016,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Other,2026-09,0.016,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Other,2026-10,0.016,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Other,2026-11,0.016,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Other,2026-12,0.016,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Production Labor,2026-01,0.025,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Production Labor,2026-02,0.025,2295.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Production Labor,2026-03,0.042,810.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Production Labor,2026-04,0.042,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Production Labor,2026-05,0.042,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Production Labor,2026-06,0.042,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Production Labor,2026-07,0.042,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Production Labor,2026-08,0.042,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Production Labor,2026-09,0.042,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Production Labor,2026-10,0.042,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Production Labor,2026-11,0.042,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Production Labor,2026-12,0.042,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M,2026-01,0.003,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M,2026-02,0.003,2295.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M,2026-03,0.004,810.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M,2026-04,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M,2026-05,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M,2026-06,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M,2026-07,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M,2026-08,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M,2026-09,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M,2026-10,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M,2026-11,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M,2026-12,0.004,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M Labor,2026-01,0.005,0.0,,carry_back_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M Labor,2026-02,0.005,2295.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M Labor,2026-03,0.008,810.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M Labor,2026-04,0.008,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M Labor,2026-05,0.008,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M Labor,2026-06,0.008,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M Labor,2026-07,0.008,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M Labor,2026-08,0.008,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M Labor,2026-09,0.008,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M Labor,2026-10,0.008,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M Labor,2026-11,0.008,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,R&M Labor,2026-12,0.008,0.0,,carry_forward_all_zero_period,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Supervision,2026-01,0.0,0.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Supervision,2026-02,0.0,2295.0,,original,,
NI,CARBOBOND KRYPTOSPHERE LD 25,Supervision,2026-03,0.0,810.0,,original,,
