Plant,PlantProductMesh,element_code,PeriodKey,Rate,Qty,Cost,rate_fill_flag,Forecasted_Qty,MembrainProductMesh
MCI,ACCUCAST HT 50,Gas,2026-11,0.045,0.0,1934.595,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Gas,2026-12,0.045,0.0,1934.595,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Indirect Labor,2025-11,0.016,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 50,Indirect Labor,2025-12,0.016,600.0,,original,,
MCI,ACCUCAST HT 50,Indirect Labor,2026-01,0.016,0.0,687.856,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Indirect Labor,2026-02,0.026,80.0,1117.7659999999998,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Indirect Labor,2026-03,0.016,0.0,687.856,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Indirect Labor,2026-04,0.016,0.0,687.856,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Indirect Labor,2026-05,0.049,80.0,2106.559,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Indirect Labor,2026-06,0.016,0.0,687.856,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Indirect Labor,2026-07,0.055,80.0,16500.165,original,300003,"ACCUCAST HT 50, ACCUCAST HT 70"
MCI,ACCUCAST HT 50,Indirect Labor,2026-08,0.016,0.0,687.856,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Indirect Labor,2026-09,0.016,0.0,687.856,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Indirect Labor,2026-10,0.016,0.0,687.856,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Indirect Labor,2026-11,0.016,0.0,687.856,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Indirect Labor,2026-12,0.016,0.0,687.856,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Insurance & Taxes,2025-11,0.008,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 50,Insurance & Taxes,2025-12,0.008,600.0,,original,,
MCI,ACCUCAST HT 50,Insurance & Taxes,2026-01,0.008,0.0,343.928,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Insurance & Taxes,2026-02,0.012,80.0,515.892,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Insurance & Taxes,2026-03,0.008,0.0,343.928,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Insurance & Taxes,2026-04,0.008,0.0,343.928,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Insurance & Taxes,2026-05,0.028,80.0,1203.748,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Insurance & Taxes,2026-06,0.008,0.0,343.928,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Insurance & Taxes,2026-07,0.027,80.0,8100.081,original,300003,"ACCUCAST HT 50, ACCUCAST HT 70"
MCI,ACCUCAST HT 50,Insurance & Taxes,2026-08,0.008,0.0,343.928,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Insurance & Taxes,2026-09,0.008,0.0,343.928,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Insurance & Taxes,2026-10,0.008,0.0,343.928,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Insurance & Taxes,2026-11,0.008,0.0,343.928,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Insurance & Taxes,2026-12,0.008,0.0,343.928,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Manuf.,2026-02,0.001,80.0,42.991,original,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Manuf.,2026-05,0.001,80.0,42.991,original,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Manuf.,2026-07,0.001,80.0,300.003,original,300003,"ACCUCAST HT 50, ACCUCAST HT 70"
MCI,ACCUCAST HT 50,Manufacturing,2025-11,0.003,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 50,Manufacturing,2025-12,0.003,600.0,,original,,
MCI,ACCUCAST HT 50,Manufacturing,2026-01,0.003,0.0,128.973,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Manufacturing,2026-03,0.003,0.0,128.973,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Manufacturing,2026-04,0.003,0.0,128.973,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Manufacturing,2026-06,0.003,0.0,128.973,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Manufacturing,2026-08,0.003,0.0,128.973,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Manufacturing,2026-09,0.003,0.0,128.973,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Manufacturing,2026-10,0.003,0.0,128.973,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Manufacturing,2026-11,0.003,0.0,128.973,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Manufacturing,2026-12,0.003,0.0,128.973,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Materials,2025-11,0.117,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 50,Materials,2025-12,0.117,600.0,,original,,
MCI,ACCUCAST HT 50,Materials,2026-01,0.117,0.0,5029.947,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Materials,2026-02,0.734,79.999999992,31555.394,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Materials,2026-03,0.117,0.0,5029.947,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Materials,2026-04,0.117,0.0,5029.947,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Materials,2026-05,0.734,79.999999992,31555.394,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Materials,2026-06,0.117,0.0,5029.947,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Materials,2026-07,0.734,79.999999992,220202.202,original,300003,"ACCUCAST HT 50, ACCUCAST HT 70"
MCI,ACCUCAST HT 50,Materials,2026-08,0.117,0.0,5029.947,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Materials,2026-09,0.117,0.0,5029.947,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Materials,2026-10,0.117,0.0,5029.947,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Materials,2026-11,0.117,0.0,5029.947,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Materials,2026-12,0.117,0.0,5029.947,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Other,2025-11,0.011,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 50,Other,2025-12,0.011,600.0,,original,,
MCI,ACCUCAST HT 50,Other,2026-01,0.011,0.0,472.90099999999995,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Other,2026-02,0.01,80.0,429.91,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Other,2026-03,0.011,0.0,472.90099999999995,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Other,2026-04,0.011,0.0,472.90099999999995,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Other,2026-05,0.024,80.0,1031.784,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Other,2026-06,0.011,0.0,472.90099999999995,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Other,2026-07,0.024,80.0,7200.072,original,300003,"ACCUCAST HT 50, ACCUCAST HT 70"
MCI,ACCUCAST HT 50,Other,2026-08,0.011,0.0,472.90099999999995,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Other,2026-09,0.011,0.0,472.90099999999995,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Other,2026-10,0.011,0.0,472.90099999999995,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Other,2026-11,0.011,0.0,472.90099999999995,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Other,2026-12,0.011,0.0,472.90099999999995,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Production Labor,2025-11,0.039,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 50,Production Labor,2025-12,0.039,600.0,,original,,
MCI,ACCUCAST HT 50,Production Labor,2026-01,0.039,0.0,1676.649,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Production Labor,2026-02,0.081,80.0,3482.271,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Production Labor,2026-03,0.039,0.0,1676.649,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Production Labor,2026-04,0.039,0.0,1676.649,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Production Labor,2026-05,0.15,80.0,6448.65,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Production Labor,2026-06,0.039,0.0,1676.649,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Production Labor,2026-07,0.171,80.0,51300.513000000006,original,300003,"ACCUCAST HT 50, ACCUCAST HT 70"
MCI,ACCUCAST HT 50,Production Labor,2026-08,0.039,0.0,1676.649,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Production Labor,2026-09,0.039,0.0,1676.649,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Production Labor,2026-10,0.039,0.0,1676.649,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Production Labor,2026-11,0.039,0.0,1676.649,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Production Labor,2026-12,0.039,0.0,1676.649,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M,2025-11,0.035,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 50,R&M,2025-12,0.035,600.0,,original,,
MCI,ACCUCAST HT 50,R&M,2026-01,0.035,0.0,1504.6850000000002,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,R&M,2026-02,0.003,80.0,128.973,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M,2026-03,0.035,0.0,1504.6850000000002,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M,2026-04,0.035,0.0,1504.6850000000002,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,R&M,2026-05,0.006,80.0,257.946,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M,2026-06,0.035,0.0,1504.6850000000002,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,R&M,2026-07,0.006,80.0,1800.018,original,300003,"ACCUCAST HT 50, ACCUCAST HT 70"
MCI,ACCUCAST HT 50,R&M,2026-08,0.035,0.0,1504.6850000000002,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M,2026-09,0.035,0.0,1504.6850000000002,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M,2026-10,0.035,0.0,1504.6850000000002,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M,2026-11,0.035,0.0,1504.6850000000002,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M,2026-12,0.035,0.0,1504.6850000000002,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M Labor,2025-11,0.014,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 50,R&M Labor,2025-12,0.014,600.0,,original,,
MCI,ACCUCAST HT 50,R&M Labor,2026-01,0.014,0.0,601.874,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,R&M Labor,2026-02,0.016,80.0,687.856,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M Labor,2026-03,0.014,0.0,601.874,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M Labor,2026-04,0.014,0.0,601.874,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,R&M Labor,2026-05,0.029,80.0,1246.739,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M Labor,2026-06,0.014,0.0,601.874,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,R&M Labor,2026-07,0.033,80.0,9900.099,original,300003,"ACCUCAST HT 50, ACCUCAST HT 70"
MCI,ACCUCAST HT 50,R&M Labor,2026-08,0.014,0.0,601.874,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M Labor,2026-09,0.014,0.0,601.874,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M Labor,2026-10,0.014,0.0,601.874,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M Labor,2026-11,0.014,0.0,601.874,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,R&M Labor,2026-12,0.014,0.0,601.874,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Supervision,2025-11,0.001,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 50,Supervision,2025-12,0.001,600.0,,original,,
MCI,ACCUCAST HT 50,Supervision,2026-01,0.001,0.0,42.991,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Supervision,2026-02,0.0,80.0,0.0,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Supervision,2026-03,0.001,0.0,42.991,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Supervision,2026-04,0.001,0.0,42.991,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Supervision,2026-05,0.0,80.0,0.0,original,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Supervision,2026-06,0.001,0.0,42.991,carry_forward_all_zero_period,42991,ACCUCAST HT 50
NI,ACCUCAST HT 50,Supervision,2026-07,0.0,80.0,0.0,original,300003,"ACCUCAST HT 50, ACCUCAST HT 70"
MCI,ACCUCAST HT 50,Supervision,2026-08,0.001,0.0,42.991,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Supervision,2026-09,0.001,0.0,42.991,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Supervision,2026-10,0.001,0.0,42.991,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Supervision,2026-11,0.001,0.0,42.991,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 50,Supervision,2026-12,0.001,0.0,42.991,carry_forward_all_zero_period,42991,ACCUCAST HT 50
MCI,ACCUCAST HT 70,Depreciation,2025-11,0.013,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Depreciation,2025-12,0.013,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Depreciation,2026-01,0.013,400.0,83.2,original,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Depreciation,2026-02,0.013,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Depreciation,2026-03,0.013,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Depreciation,2026-04,0.013,0.0,83.2,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Depreciation,2026-05,0.013,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Depreciation,2026-06,0.017,600.0,,original,,
MCI,ACCUCAST HT 70,Depreciation,2026-07,0.017,0.0,108.80000000000001,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Depreciation,2026-08,0.017,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Depreciation,2026-09,0.017,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Depreciation,2026-10,0.017,0.0,108.80000000000001,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Depreciation,2026-11,0.017,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Depreciation,2026-12,0.017,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Electricity,2025-11,0.03,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Electricity,2025-12,0.03,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Electricity,2026-01,0.03,400.0,192.0,original,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Electricity,2026-02,0.03,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Electricity,2026-03,0.03,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Electricity,2026-04,0.03,0.0,192.0,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Electricity,2026-05,0.03,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Electricity,2026-06,0.03,600.0,,original,,
MCI,ACCUCAST HT 70,Electricity,2026-07,0.03,0.0,192.0,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Electricity,2026-08,0.03,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Electricity,2026-09,0.03,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Electricity,2026-10,0.03,0.0,192.0,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Electricity,2026-11,0.03,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Electricity,2026-12,0.03,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Gas,2025-11,0.045,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Gas,2025-12,0.045,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Gas,2026-01,0.045,400.0,288.0,original,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Gas,2026-02,0.045,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Gas,2026-03,0.045,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Gas,2026-04,0.045,0.0,288.0,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Gas,2026-05,0.045,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Gas,2026-06,0.045,600.0,,original,,
MCI,ACCUCAST HT 70,Gas,2026-07,0.045,0.0,288.0,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Gas,2026-08,0.045,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Gas,2026-09,0.045,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Gas,2026-10,0.045,0.0,288.0,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Gas,2026-11,0.045,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Gas,2026-12,0.045,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Indirect Labor,2025-11,0.053,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Indirect Labor,2025-12,0.053,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Indirect Labor,2026-01,0.053,400.0,339.2,original,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Indirect Labor,2026-02,0.053,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Indirect Labor,2026-03,0.053,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Indirect Labor,2026-04,0.053,0.0,339.2,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Indirect Labor,2026-05,0.053,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Indirect Labor,2026-06,0.048,600.0,,original,,
MCI,ACCUCAST HT 70,Indirect Labor,2026-07,0.048,0.0,307.2,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Indirect Labor,2026-08,0.048,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Indirect Labor,2026-09,0.048,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Indirect Labor,2026-10,0.048,0.0,307.2,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Indirect Labor,2026-11,0.048,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Indirect Labor,2026-12,0.048,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Insurance & Taxes,2025-11,0.01,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Insurance & Taxes,2025-12,0.01,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Insurance & Taxes,2026-01,0.01,400.0,64.0,original,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Insurance & Taxes,2026-02,0.01,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Insurance & Taxes,2026-03,0.01,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Insurance & Taxes,2026-04,0.01,0.0,64.0,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Insurance & Taxes,2026-05,0.01,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Insurance & Taxes,2026-06,0.013,600.0,,original,,
MCI,ACCUCAST HT 70,Insurance & Taxes,2026-07,0.013,0.0,83.2,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Insurance & Taxes,2026-08,0.013,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Insurance & Taxes,2026-09,0.013,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Insurance & Taxes,2026-10,0.013,0.0,83.2,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Insurance & Taxes,2026-11,0.013,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Insurance & Taxes,2026-12,0.013,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Manufacturing,2025-11,0.004,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Manufacturing,2025-12,0.004,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Manufacturing,2026-01,0.004,400.0,25.6,original,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Manufacturing,2026-02,0.004,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Manufacturing,2026-03,0.004,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Manufacturing,2026-04,0.004,0.0,25.6,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Manufacturing,2026-05,0.004,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Manufacturing,2026-06,0.005,600.0,,original,,
MCI,ACCUCAST HT 70,Manufacturing,2026-07,0.005,0.0,32.0,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Manufacturing,2026-08,0.005,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Manufacturing,2026-09,0.005,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Manufacturing,2026-10,0.005,0.0,32.0,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Manufacturing,2026-11,0.005,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Manufacturing,2026-12,0.005,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Materials,2025-11,0.117,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Materials,2025-12,0.117,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Materials,2026-01,0.117,400.0,748.8000000000001,original,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Materials,2026-02,0.117,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Materials,2026-03,0.117,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Materials,2026-04,0.117,0.0,748.8000000000001,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Materials,2026-05,0.117,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Materials,2026-06,0.117,600.0,,original,,
MCI,ACCUCAST HT 70,Materials,2026-07,0.117,0.0,748.8000000000001,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Materials,2026-08,0.117,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Materials,2026-09,0.117,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Materials,2026-10,0.117,0.0,748.8000000000001,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Materials,2026-11,0.117,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Materials,2026-12,0.117,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Other,2025-11,0.015,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Other,2025-12,0.015,0.0,,carry_back_all_zero_period,,
MCI,ACCUCAST HT 70,Other,2026-01,0.015,400.0,96.0,original,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Other,2026-02,0.015,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Other,2026-03,0.015,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Other,2026-04,0.015,0.0,96.0,carry_forward_all_zero_period,6400,ACCUCAST HT 70
MCI,ACCUCAST HT 70,Other,2026-05,0.015,0.0,,carry_forward_all_zero_period,,
MCI,ACCUCAST HT 70,Other,2026-06,0.019,600.0,,original,,
MCI,ACCUCAST HT 70,Other,2026-07,0.019,0.0,121.6,carry_forward_all_zero_period,6400,ACCUCAST HT 70
